height,weight,label
150,38,thin
159,51,normal
196,53,thin
182,53,thin
168,59,normal
169,87,fat
179,54,thin
180,72,normal
191,100,fat
177,96,fat
167,100,fat
181,54,thin
163,100,fat
196,70,thin
152,82,fat
160,36,thin
159,66,fat
174,60,normal
152,48,normal
151,99,fat
156,89,fat
185,79,normal
190,93,fat
198,89,normal
150,55,fat
154,98,fat
186,39,thin
190,91,fat
193,72,normal
152,40,thin
186,68,normal
192,53,thin
190,45,thin
177,35,thin
191,83,normal
189,74,normal
151,44,normal
177,45,thin
154,48,normal
197,83,normal
173,74,fat
187,78,normal
199,47,thin
197,58,thin
177,49,thin
163,44,thin
155,55,normal
200,53,thin
178,81,fat
197,56,thin
182,43,thin
157,66,fat
187,94,fat
169,73,fat
167,62,normal
189,60,thin
184,42,thin
165,45,thin
200,53,thin
165,38,thin
151,93,fat
173,89,fat
153,66,fat
152,85,fat
184,59,thin
199,44,thin
199,79,normal
194,59,thin
177,79,fat
179,75,normal
187,96,fat
184,79,normal
158,71,fat
150,100,fat
199,90,normal
155,39,thin
154,95,fat
153,38,thin
157,56,normal
198,68,thin
165,60,normal
155,96,fat
170,80,fat
159,62,fat
168,37,thin
158,78,fat
189,72,normal
188,43,thin
174,39,thin
169,63,normal
155,55,normal
175,63,normal
180,43,thin
182,68,normal
190,97,fat
155,99,fat
155,91,fat
191,45,thin
183,84,fat
177,94,fat
191,50,thin
153,49,normal
164,76,fat
178,53,thin
194,69,thin
194,71,normal
176,91,fat
171,88,fat
177,99,fat
199,69,thin
197,45,thin
190,64,thin
197,95,fat
162,45,thin
178,75,normal
171,59,normal
196,64,thin
188,89,fat
199,90,normal
157,56,normal
150,49,normal
189,40,thin
187,79,normal
159,40,thin
164,59,normal
181,38,thin
186,60,thin
197,46,thin
180,54,thin
170,87,fat
180,90,fat
186,41,thin
182,93,fat
192,56,thin
163,61,normal
189,80,normal
165,38,thin
175,50,thin
186,58,thin
174,84,fat
194,39,thin
155,46,normal
151,87,fat
196,99,fat
154,76,fat
174,38,thin
166,66,normal
156,38,thin
164,54,normal
199,87,normal
192,52,thin
173,85,fat
150,63,fat
164,37,thin
158,46,thin
162,68,fat
161,80,fat
193,35,thin
162,91,fat
152,38,thin
178,95,fat
187,74,normal
198,69,thin
170,54,normal
191,44,thin
151,59,fat
166,68,fat
156,99,fat
156,47,normal
158,81,fat
195,80,normal
161,72,fat
153,80,fat
187,46,thin
200,54,thin
170,93,fat
154,56,normal
198,89,normal
196,39,thin
152,75,fat
185,41,thin
200,50,thin
196,77,normal
165,96,fat
192,48,thin
178,95,fat
181,85,fat
175,38,thin
153,50,normal
154,79,fat
158,53,normal
154,75,fat
153,54,normal
169,46,thin
155,54,normal
161,73,fat
179,50,thin
165,58,normal
153,61,fat
150,92,fat
194,85,normal
157,63,fat
195,44,thin
170,46,thin
158,75,fat
164,45,thin
200,39,thin
172,52,thin
198,75,normal
167,93,fat
183,99,fat
200,39,thin
177,77,fat
196,37,thin
194,77,normal
177,89,fat
197,54,thin
160,47,thin
172,61,normal
193,77,normal
200,76,normal
162,67,fat
181,73,normal
155,55,normal
155,53,normal
198,40,thin
151,91,fat
170,44,thin
158,54,normal
187,70,normal
192,77,normal
193,67,thin
162,44,thin
157,96,fat
177,38,thin
193,47,thin
197,47,thin
179,53,thin
198,67,thin
195,64,thin
200,54,thin
181,62,normal
173,67,normal
172,37,thin
177,37,thin
165,61,normal
167,45,thin
165,48,thin
161,47,thin
162,83,fat
190,39,thin
167,86,fat
154,69,fat
189,68,normal
151,85,fat
159,42,thin
172,89,fat
190,71,normal
157,58,normal
181,40,thin
189,65,thin
159,39,thin
193,87,normal
189,63,thin
184,71,normal
178,51,thin
161,74,fat
159,62,fat
153,99,fat
166,45,thin
200,92,normal
194,56,thin
164,92,fat
173,52,thin
190,53,thin
160,74,fat
173,45,thin
187,93,fat
163,54,normal
155,58,fat
179,67,normal
160,54,normal
179,49,thin
160,61,normal
190,68,normal
183,91,fat
164,84,fat
166,59,normal
190,84,normal
174,90,fat
183,60,thin
163,77,fat
152,81,fat
152,70,fat
169,63,normal
180,85,fat
200,87,normal
171,69,normal
163,51,normal
186,96,fat
184,90,fat
195,88,normal
163,56,normal
166,35,thin
198,45,thin
200,81,normal
167,50,thin
186,42,thin
160,55,normal
159,91,fat
196,52,thin
189,41,thin
178,42,thin
199,62,thin
164,38,thin
159,44,thin
200,79,normal
175,71,normal
199,88,normal
155,48,normal
196,89,normal
153,40,thin
199,98,fat
175,89,fat
157,56,normal
178,61,normal
167,94,fat
200,67,thin
151,53,normal
177,49,thin
187,57,thin
166,84,fat
155,41,thin
169,82,fat
198,97,fat
171,69,normal
191,65,thin
179,70,normal
198,91,normal
169,73,fat
150,85,fat
186,76,normal
192,70,normal
188,99,fat
173,89,fat
152,57,fat
180,63,normal
179,85,fat
193,49,thin
183,95,fat
160,72,fat
192,59,thin
181,87,fat
195,93,fat
198,68,thin
163,84,fat
159,87,fat
154,94,fat
182,35,thin
154,45,normal
196,43,thin
159,43,thin
168,85,fat
161,51,normal
151,93,fat
150,100,fat
179,68,normal
185,40,thin
154,54,normal
192,69,normal
152,95,fat
185,74,normal
200,83,normal
162,44,thin
169,43,thin
195,71,normal
193,46,thin
184,69,normal
183,87,fat
161,93,fat
163,37,thin
186,96,fat
152,95,fat
198,94,normal
176,62,normal
183,46,thin
184,64,normal
173,60,normal
199,39,thin
192,66,thin
155,46,normal
169,77,fat
199,92,normal
199,79,normal
179,77,fat
166,79,fat
185,82,normal
194,35,thin
158,64,fat
160,92,fat
153,73,fat
199,68,thin
195,43,thin
161,77,fat
162,38,thin
197,62,thin
190,44,thin
172,73,fat
150,44,normal
176,45,thin
180,77,normal
150,47,normal
182,73,normal
154,84,fat
158,82,fat
200,66,thin
155,48,normal
156,74,fat
167,87,fat
199,44,thin
198,50,thin
174,100,fat
150,95,fat
174,77,fat
166,98,fat
178,65,normal
191,93,fat
182,40,thin
180,90,fat
156,65,fat
200,50,thin
190,69,normal
180,76,normal
152,91,fat
188,53,thin
198,53,thin
180,48,thin
170,46,thin
190,62,thin
192,45,thin
192,72,normal
187,99,fat
170,97,fat
177,77,fat
157,71,fat
191,62,thin
163,65,fat
193,84,normal
153,54,normal
185,80,normal
175,96,fat
155,73,fat
156,45,thin
176,49,thin
170,44,thin
161,86,fat
190,76,normal
163,42,thin
173,71,normal
164,57,normal
179,69,normal
163,44,thin
193,74,normal
153,71,fat
153,44,normal
162,79,fat
179,72,normal
174,98,fat
177,80,fat
164,74,fat
198,82,normal
153,100,fat
167,49,thin
196,37,thin
160,46,thin
161,80,fat
162,95,fat
162,71,fat
172,87,fat
154,99,fat
164,81,fat
163,67,fat
196,51,thin
185,70,normal
163,90,fat
189,35,thin
151,57,fat
199,75,normal
173,50,thin
161,100,fat
170,90,fat
193,82,normal
192,83,normal
167,36,thin
171,98,fat
179,64,normal
154,66,fat
179,77,fat
191,60,thin
155,55,normal
168,47,thin
172,95,fat
170,100,fat
190,61,thin
164,79,fat
188,77,normal
159,77,fat
196,83,normal
161,35,thin
190,65,thin
190,45,thin
190,57,thin
178,93,fat
154,78,fat
179,80,fat
165,72,fat
178,84,fat
161,35,thin
154,94,fat
172,35,thin
158,67,fat
159,43,thin
174,55,thin
161,68,fat
179,35,thin
171,63,normal
180,74,normal
162,63,fat
181,45,thin
169,80,fat
195,37,thin
156,52,normal
180,77,normal
184,53,thin
165,73,fat
175,95,fat
160,69,fat
154,64,fat
158,92,fat
193,40,thin
174,84,fat
167,65,normal
167,65,normal
166,78,fat
158,79,fat
183,79,normal
179,68,normal
150,38,thin
185,93,fat
168,71,fat
163,54,normal
154,65,fat
183,75,normal
177,61,normal
160,74,fat
179,69,normal
191,46,thin
152,35,thin
194,36,thin
151,45,normal
181,40,thin
174,79,fat
192,52,thin
152,95,fat
163,44,thin
190,42,thin
150,52,normal
174,86,fat
197,91,normal
162,45,thin
176,39,thin
177,51,thin
188,96,fat
200,68,thin
153,69,fat
182,70,normal
187,100,fat
191,47,thin
160,92,fat
159,49,normal
158,58,normal
164,68,fat
160,66,fat
180,86,fat
174,39,thin
199,99,fat
176,56,thin
187,89,fat
175,90,fat
182,76,normal
151,97,fat
180,36,thin
163,40,thin
155,77,fat
170,88,fat
150,64,fat
162,87,fat
194,77,normal
157,69,fat
187,99,fat
183,46,thin
165,90,fat
191,91,fat
180,64,normal
171,69,normal
157,97,fat
180,91,fat
190,88,fat
186,76,normal
200,79,normal
174,80,fat
173,71,normal
155,99,fat
156,56,normal
158,55,normal
159,72,fat
157,60,fat
160,97,fat
172,56,normal
173,89,fat
193,68,thin
192,82,normal
167,77,fat
190,92,fat
198,52,thin
161,62,normal
151,40,thin
166,82,fat
184,59,thin
163,87,fat
175,64,normal
160,60,normal
162,96,fat
162,47,thin
195,70,thin
167,54,normal
198,84,normal
174,82,fat
176,77,fat
177,82,fat
152,63,fat
184,74,normal
178,98,fat
193,46,thin
170,95,fat
194,62,thin
199,96,fat
151,70,fat
170,35,thin
150,92,fat
165,56,normal
176,96,fat
154,96,fat
154,44,normal
195,90,normal
177,42,thin
184,52,thin
190,85,normal
192,88,normal
180,68,normal
150,78,fat
186,74,normal
159,71,fat
155,96,fat
157,76,fat
161,57,normal
194,68,thin
156,44,thin
197,60,thin
200,89,normal
189,48,thin
170,48,thin
170,54,normal
158,51,normal
171,36,thin
174,75,fat
166,56,normal
193,65,thin
175,88,fat
157,43,thin
160,81,fat
167,78,fat
191,85,normal
152,58,fat
151,72,fat
190,95,fat
191,75,normal
151,64,fat
179,85,fat
175,55,thin
173,83,fat
182,56,thin
176,70,normal
198,94,normal
154,42,thin
185,94,fat
176,41,thin
153,40,thin
180,44,thin
198,46,thin
153,75,fat
163,35,thin
180,84,fat
155,86,fat
187,62,thin
169,53,normal
199,39,thin
151,37,thin
157,69,fat
176,41,thin
185,53,thin
195,73,normal
189,94,fat
170,52,thin
191,96,fat
185,49,thin
187,39,thin
172,76,fat
195,86,normal
174,98,fat
181,64,normal
160,46,thin
153,96,fat
182,59,thin
174,97,fat
192,36,thin
157,80,fat
167,53,normal
194,93,fat
179,99,fat
188,93,fat
153,41,thin
162,75,fat
153,54,normal
172,44,thin
187,56,thin
186,54,thin
177,90,fat
196,96,fat
180,84,fat
159,37,thin
164,57,normal
192,90,fat
155,63,fat
161,52,normal
154,43,thin
179,77,fat
160,80,fat
192,95,fat
178,50,thin
194,40,thin
176,68,normal
191,90,fat
164,63,normal
168,92,fat
198,53,thin
186,88,fat
198,99,fat
188,86,fat
192,56,thin
182,39,thin
193,42,thin
192,95,fat
150,83,fat
181,71,normal
185,35,thin
159,53,normal
157,69,fat
161,52,normal
167,83,fat
171,77,fat
197,100,fat
163,89,fat
153,93,fat
188,35,thin
182,62,normal
179,91,fat
183,54,thin
156,58,normal
197,35,thin
199,98,fat
177,65,normal
153,86,fat
188,95,fat
157,80,fat
186,41,thin
198,83,normal
156,75,fat
191,67,thin
158,88,fat
172,99,fat
172,79,fat
192,43,thin
191,80,normal
155,74,fat
169,72,fat
186,88,fat
158,61,fat
187,58,thin
161,57,normal
189,77,normal
196,37,thin
155,99,fat
189,73,normal
169,50,thin
181,91,fat
193,96,fat
189,41,thin
169,42,thin
177,70,normal
169,79,fat
172,74,fat
165,93,fat
190,78,normal
170,47,thin
159,89,fat
170,60,normal
172,73,fat
156,93,fat
168,77,fat
193,68,thin
185,86,fat
168,40,thin
182,45,thin
171,38,thin
153,52,normal
185,76,normal
170,48,thin
169,65,normal
173,81,fat
175,60,normal
152,83,fat
156,40,thin
196,64,thin
193,58,thin
174,88,fat
157,44,thin
181,35,thin
155,99,fat
168,54,normal
161,90,fat
194,36,thin
152,46,normal
168,79,fat
154,47,normal
186,81,normal
192,55,thin
194,65,thin
163,56,normal
157,71,fat
173,67,normal
156,36,thin
175,91,fat
189,77,normal
160,86,fat
182,72,normal
184,85,fat
165,67,fat
187,88,fat
195,51,thin
151,40,thin
160,39,thin
153,72,fat
168,36,thin
189,72,normal
189,91,fat
200,61,thin
162,74,fat
193,86,normal
181,36,thin
180,54,thin
157,63,fat
185,74,normal
172,37,thin
193,52,thin
198,69,thin
165,83,fat
187,44,thin
165,89,fat
197,90,normal
169,61,normal
183,73,normal
175,99,fat
198,84,normal
174,99,fat
195,36,thin
156,86,fat
196,51,thin
186,54,thin
180,42,thin
167,42,thin
164,87,fat
182,39,thin
200,100,fat
183,38,thin
160,84,fat
169,96,fat
176,45,thin
185,82,normal
173,40,thin
183,46,thin
151,55,fat
169,45,thin
192,80,normal
164,87,fat
165,75,fat
189,37,thin
186,80,normal
191,37,thin
156,86,fat
179,90,fat
198,74,normal
184,64,normal
152,44,normal
200,58,thin
190,74,normal
190,38,thin
191,57,thin
189,80,normal
158,59,normal
169,52,thin
199,71,thin
197,81,normal
160,73,fat
152,93,fat
165,76,fat
166,67,fat
156,44,thin
190,35,thin
156,56,normal
187,66,normal
181,75,normal
186,78,normal
156,47,normal
172,61,normal
164,87,fat
183,63,normal
190,59,thin
162,83,fat
183,54,thin
186,55,thin
155,83,fat
153,73,fat
151,94,fat
189,94,fat
189,71,normal
174,85,fat
181,62,normal
199,76,normal
193,85,normal
188,49,thin
197,67,thin
180,96,fat
152,44,normal
178,90,fat
157,50,normal
184,42,thin
179,39,thin
199,48,thin
152,89,fat
171,55,normal
153,75,fat
183,42,thin
177,76,fat
173,63,normal
184,81,normal
180,36,thin
194,92,fat
160,97,fat
157,78,fat
184,35,thin
168,56,normal
156,62,fat
175,52,thin
174,46,thin
191,69,normal
173,98,fat
173,78,fat
192,94,fat
153,78,fat
194,72,normal
197,62,thin
187,70,normal
169,58,normal
162,45,thin
191,74,normal
191,91,fat
179,74,normal
189,86,fat
176,41,thin
185,42,thin
181,81,fat
172,55,normal
161,98,fat
192,78,normal
167,56,normal
152,48,normal
183,48,thin
182,78,normal
189,54,thin
197,64,thin
160,41,thin
185,38,thin
181,54,thin
154,42,thin
183,60,thin
166,79,fat
195,81,normal
156,58,normal
193,62,thin
177,84,fat
182,92,fat
170,40,thin
170,87,fat
165,100,fat
171,58,normal
163,57,normal
183,89,fat
192,45,thin
176,57,thin
152,50,normal
194,63,thin
188,48,thin
161,48,normal
188,90,fat
153,68,fat
190,90,fat
163,88,fat
194,53,thin
161,48,normal
194,83,normal
158,48,normal
195,95,fat
165,71,fat
178,48,thin
157,44,thin
180,86,fat
157,62,fat
162,45,thin
190,75,normal
168,53,normal
193,59,thin
185,78,normal
195,56,thin
192,36,thin
182,51,thin
168,100,fat
194,61,thin
184,99,fat
176,99,fat
168,75,fat
182,62,normal
187,99,fat
169,71,fat
172,50,thin
165,96,fat
184,83,fat
190,95,fat
196,62,thin
184,81,normal
150,39,thin
169,58,normal
158,82,fat
175,96,fat
200,44,thin
200,49,thin
150,100,fat
152,47,normal
198,49,thin
196,44,thin
174,71,normal
186,68,normal
154,71,fat
179,80,fat
172,51,thin
183,95,fat
162,84,fat
161,92,fat
158,98,fat
183,41,thin
178,62,normal
184,67,normal
172,92,fat
154,71,fat
197,58,thin
199,44,thin
183,75,normal
159,94,fat
171,57,normal
175,67,normal
190,93,fat
155,54,normal
189,80,normal
150,49,normal
156,77,fat
169,48,thin
177,94,fat
150,51,normal
154,70,fat
197,84,normal
186,83,normal
158,59,normal
183,94,fat
185,73,normal
150,91,fat
193,78,normal
184,61,thin
173,96,fat
197,97,fat
182,77,normal
188,75,normal
182,42,thin
190,41,thin
173,62,normal
189,88,fat
171,59,normal
193,63,thin
162,55,normal
162,97,fat
172,59,normal
186,62,thin
176,82,fat
154,52,normal
165,40,thin
174,65,normal
173,86,fat
190,78,normal
164,97,fat
191,67,thin
155,70,fat
166,49,thin
184,64,normal
153,60,fat
180,91,fat
161,63,fat
156,99,fat
160,55,normal
190,53,thin
183,62,normal
174,75,fat
155,86,fat
172,60,normal
196,48,thin
157,95,fat
152,83,fat
153,96,fat
196,39,thin
185,60,thin
170,37,thin
196,74,normal
175,85,fat
157,64,fat
188,59,thin
159,51,normal
179,69,normal
187,95,fat
154,51,normal
172,48,thin
174,67,normal
155,81,fat
179,66,normal
172,57,normal
152,75,fat
188,55,thin
161,100,fat
196,87,normal
163,80,fat
152,78,fat
189,84,normal
179,43,thin
153,79,fat
165,41,thin
177,65,normal
167,58,normal
190,49,thin
189,95,fat
165,89,fat
196,68,thin
188,79,normal
154,85,fat
174,59,normal
198,91,normal
165,84,fat
151,55,fat
196,79,normal
180,92,fat
194,89,normal
187,84,fat
181,90,fat
198,49,thin
198,80,normal
185,88,fat
171,88,fat
166,91,fat
195,92,fat
192,76,normal
162,75,fat
175,76,fat
175,68,normal
153,49,normal
184,77,normal
197,71,thin
186,96,fat
167,54,normal
178,89,fat
193,59,thin
158,94,fat
189,48,thin
171,46,thin
166,47,thin
188,49,thin
164,71,fat
191,64,thin
190,65,thin
197,94,fat
197,58,thin
154,54,normal
183,84,fat
180,78,fat
156,46,normal
153,67,fat
162,45,thin
170,68,normal
178,35,thin
160,76,fat
170,62,normal
164,75,fat
158,71,fat
192,97,fat
156,55,normal
158,37,thin
181,42,thin
199,58,thin
169,37,thin
199,79,normal
200,68,thin
192,95,fat
194,56,thin
179,71,normal
153,67,fat
162,35,thin
195,93,fat
159,53,normal
151,95,fat
187,76,normal
167,100,fat
194,76,normal
199,47,thin
196,46,thin
168,92,fat
192,41,thin
181,57,thin
194,47,thin
168,43,thin
154,100,fat
181,97,fat
169,52,thin
153,96,fat
165,41,thin
175,52,thin
161,85,fat
173,37,thin
164,47,thin
155,68,fat
179,69,normal
186,57,thin
194,52,thin
183,97,fat
166,79,fat
200,62,thin
200,49,thin
189,87,fat
161,58,normal
169,79,fat
165,54,normal
175,76,fat
176,44,thin
172,98,fat
164,35,thin
183,90,fat
153,71,fat
170,41,thin
157,38,thin
168,43,thin
158,52,normal
169,93,fat
200,91,normal
189,46,thin
193,99,fat
168,58,normal
177,69,normal
182,35,thin
174,82,fat
192,100,fat
179,65,normal
197,52,thin
196,47,thin
183,85,fat
160,45,thin
150,37,thin
185,60,thin
164,56,normal
182,59,thin
188,61,thin
157,37,thin
177,54,thin
187,75,normal
166,98,fat
197,35,thin
178,36,thin
181,77,normal
168,66,normal
154,43,thin
163,48,thin
169,35,thin
168,91,fat
200,78,normal
166,50,thin
182,57,thin
150,89,fat
153,48,normal
163,83,fat
172,78,fat
187,72,normal
161,94,fat
167,47,thin
161,97,fat
180,62,normal
197,94,fat
171,88,fat
192,68,thin
199,92,normal
169,78,fat
183,98,fat
191,50,thin
154,83,fat
188,89,fat
157,88,fat
187,71,normal
184,70,normal
166,96,fat
188,99,fat
151,48,normal
168,37,thin
169,97,fat
154,69,fat
178,62,normal
180,71,normal
191,87,normal
174,65,normal
190,56,thin
157,51,normal
159,53,normal
176,95,fat
176,73,normal
182,67,normal
175,41,thin
197,55,thin
194,70,normal
166,83,fat
165,73,fat
153,56,normal
151,40,thin
196,71,thin
198,42,thin
195,45,thin
184,38,thin
175,52,thin
191,90,fat
152,73,fat
161,66,fat
170,86,fat
181,69,normal
176,79,fat
195,96,fat
178,60,normal
193,91,fat
162,95,fat
153,92,fat
164,73,fat
192,35,thin
161,39,thin
166,99,fat
181,79,fat
173,72,fat
171,94,fat
165,64,normal
182,83,fat
152,42,thin
191,69,normal
156,52,normal
193,37,thin
181,51,thin
157,70,fat
188,63,thin
165,87,fat
181,64,normal
182,65,normal
187,98,fat
177,42,thin
198,50,thin
197,90,normal
195,62,thin
154,36,thin
169,64,normal
154,54,normal
190,87,fat
178,49,thin
180,43,thin
186,96,fat
193,85,normal
179,75,normal
153,57,fat
155,40,thin
172,83,fat
155,51,normal
200,38,thin
175,100,fat
196,80,normal
172,45,thin
184,72,normal
200,58,thin
194,54,thin
153,57,fat
161,41,thin
189,84,normal
152,62,fat
152,94,fat
175,79,fat
166,46,thin
155,97,fat
161,90,fat
158,37,thin
158,84,fat
155,91,fat
156,63,fat
154,92,fat
176,99,fat
161,80,fat
165,85,fat
199,69,thin
160,80,fat
170,53,thin
200,79,normal
185,41,thin
200,93,normal
169,66,normal
183,70,normal
159,35,thin
150,67,fat
151,53,normal
152,79,fat
165,65,normal
181,70,normal
168,37,thin
156,90,fat
183,36,thin
162,99,fat
176,77,fat
150,61,fat
171,45,thin
195,86,normal
155,74,fat
164,83,fat
161,58,normal
163,82,fat
153,60,fat
192,70,normal
193,92,fat
164,84,fat
161,89,fat
154,97,fat
174,44,thin
184,62,thin
154,44,normal
170,58,normal
191,77,normal
166,45,thin
190,68,normal
197,64,thin
197,94,fat
199,40,thin
183,36,thin
181,36,thin
176,68,normal
179,74,normal
189,56,thin
189,44,thin
162,35,thin
159,77,fat
161,46,thin
170,39,thin
193,75,normal
200,84,normal
167,68,fat
181,77,normal
192,83,normal
164,45,thin
188,89,fat
168,63,normal
170,39,thin
159,40,thin
156,51,normal
159,52,normal
169,48,thin
190,64,thin
178,99,fat
154,48,normal
173,55,thin
169,52,thin
186,64,thin
150,74,fat
198,82,normal
189,62,thin
167,67,fat
165,51,normal
163,49,thin
151,78,fat
180,67,normal
182,36,thin
156,76,fat
197,42,thin
159,77,fat
189,47,thin
194,64,thin
167,49,thin
157,48,normal
197,99,fat
184,69,normal
163,53,normal
160,42,thin
175,83,fat
171,76,fat
167,80,fat
162,48,thin
190,58,thin
183,68,normal
181,52,thin
183,48,thin
183,40,thin
163,84,fat
198,95,fat
195,36,thin
164,80,fat
183,80,normal
152,89,fat
167,96,fat
183,54,thin
168,71,fat
150,81,fat
161,74,fat
162,41,thin
194,74,normal
155,53,normal
173,59,normal
151,58,fat
166,56,normal
185,35,thin
183,93,fat
168,62,normal
156,84,fat
150,36,thin
177,49,thin
172,88,fat
190,95,fat
197,75,normal
173,58,normal
199,89,normal
198,55,thin
182,99,fat
180,80,fat
195,54,thin
160,59,normal
161,83,fat
155,48,normal
157,37,thin
199,71,thin
193,99,fat
151,94,fat
195,45,thin
160,88,fat
185,45,thin
164,53,normal
196,64,thin
184,87,fat
155,97,fat
165,76,fat
174,68,normal
167,42,thin
167,53,normal
172,60,normal
162,84,fat
176,39,thin
169,99,fat
163,37,thin
178,92,fat
165,89,fat
173,87,fat
177,40,thin
198,47,thin
156,45,thin
180,53,thin
187,99,fat
159,55,normal
158,55,normal
186,68,normal
172,53,thin
173,95,fat
183,65,normal
182,97,fat
179,98,fat
184,73,normal
152,88,fat
180,58,thin
196,51,thin
170,67,normal
196,77,normal
170,83,fat
160,67,fat
164,35,thin
167,45,thin
193,75,normal
175,73,normal
159,45,thin
200,63,thin
166,62,normal
176,53,thin
199,38,thin
189,88,fat
195,81,normal
158,50,normal
199,84,normal
199,96,fat
167,53,normal
169,56,normal
195,73,normal
185,95,fat
165,84,fat
194,85,normal
189,91,fat
156,66,fat
150,35,thin
173,98,fat
186,42,thin
194,56,thin
181,79,fat
156,43,thin
180,75,normal
170,57,normal
195,36,thin
161,89,fat
191,35,thin
196,89,normal
182,42,thin
177,69,normal
197,71,thin
152,66,fat
184,69,normal
191,69,normal
156,93,fat
178,47,thin
166,83,fat
152,84,fat
179,98,fat
162,40,thin
177,55,thin
162,71,fat
170,50,thin
194,43,thin
154,97,fat
171,45,thin
178,74,normal
161,45,thin
194,82,normal
168,38,thin
157,64,fat
200,99,fat
153,96,fat
156,80,fat
151,99,fat
156,68,fat
180,36,thin
198,68,thin
166,91,fat
174,62,normal
190,40,thin
198,65,thin
159,49,normal
182,42,thin
188,55,thin
151,89,fat
175,91,fat
175,41,thin
181,52,thin
171,74,fat
187,85,fat
188,96,fat
163,66,fat
167,97,fat
197,95,fat
181,96,fat
150,79,fat
191,97,fat
195,47,thin
196,51,thin
192,98,fat
179,42,thin
194,63,thin
200,77,normal
175,88,fat
159,76,fat
173,73,fat
150,47,normal
154,99,fat
193,36,thin
186,91,fat
188,39,thin
190,60,thin
198,53,thin
163,60,normal
162,63,fat
154,59,fat
175,95,fat
170,54,normal
187,49,thin
190,36,thin
150,54,fat
198,42,thin
196,40,thin
194,43,thin
199,70,thin
195,94,fat
196,41,thin
195,98,fat
150,48,normal
164,74,fat
187,91,fat
198,51,thin
151,78,fat
150,96,fat
175,62,normal
194,52,thin
166,98,fat
185,65,normal
182,81,fat
171,51,thin
188,58,thin
162,57,normal
173,100,fat
195,87,normal
174,52,thin
151,68,fat
169,42,thin
183,49,thin
182,76,normal
194,53,thin
177,99,fat
171,74,fat
190,79,normal
194,78,normal
160,79,fat
163,62,normal
196,50,thin
177,84,fat
169,93,fat
159,56,normal
171,92,fat
156,55,normal
174,37,thin
193,38,thin
169,57,normal
177,38,thin
172,100,fat
170,64,normal
189,52,thin
194,68,thin
186,82,normal
153,99,fat
185,88,fat
185,100,fat
168,74,fat
165,84,fat
151,61,fat
172,55,normal
159,93,fat
165,35,thin
199,73,thin
176,69,normal
185,61,thin
186,59,thin
199,85,normal
196,88,normal
193,87,normal
163,91,fat
159,50,normal
182,64,normal
177,44,thin
198,46,thin
187,78,normal
172,48,thin
185,68,normal
155,37,thin
160,88,fat
196,90,normal
175,60,normal
177,42,thin
173,98,fat
187,87,fat
158,92,fat
158,77,fat
153,93,fat
166,36,thin
182,90,fat
157,94,fat
171,79,fat
181,83,fat
196,86,normal
168,78,fat
164,47,thin
187,100,fat
175,44,thin
195,54,thin
184,67,normal
153,47,normal
188,49,thin
186,74,normal
168,52,thin
188,87,fat
155,93,fat
193,96,fat
199,59,thin
154,87,fat
184,66,normal
192,42,thin
173,91,fat
157,48,normal
173,53,thin
189,63,thin
189,71,normal
186,43,thin
161,96,fat
174,50,thin
181,82,fat
179,81,fat
177,88,fat
160,98,fat
194,52,thin
153,69,fat
180,37,thin
188,90,fat
188,86,fat
158,63,fat
192,57,thin
163,53,normal
196,72,normal
170,55,normal
192,69,normal
175,84,fat
162,81,fat
162,35,thin
178,99,fat
187,90,fat
193,56,thin
183,73,normal
168,78,fat
200,49,thin
198,79,normal
183,48,thin
185,36,thin
171,57,normal
150,70,fat
158,51,normal
155,48,normal
160,70,fat
183,49,thin
156,72,fat
184,51,thin
162,98,fat
177,40,thin
174,47,thin
172,55,normal
166,68,fat
182,76,normal
156,50,normal
162,70,fat
186,49,thin
172,41,thin
188,42,thin
173,94,fat
200,78,normal
177,57,thin
195,94,fat
199,58,thin
188,77,normal
171,36,thin
188,95,fat
197,55,thin
167,72,fat
194,42,thin
181,57,thin
188,59,thin
187,72,normal
198,96,fat
191,38,thin
183,67,normal
157,61,fat
173,69,normal
184,87,fat
174,41,thin
167,58,normal
167,56,normal
164,71,fat
186,56,thin
187,69,normal
197,83,normal
158,71,fat
158,53,normal
198,59,thin
193,75,normal
153,49,normal
200,40,thin
150,62,fat
155,60,fat
191,45,thin
162,64,fat
154,37,thin
151,69,fat
154,63,fat
156,35,thin
162,67,fat
182,59,thin
158,78,fat
188,38,thin
189,43,thin
171,65,normal
190,46,thin
171,58,normal
185,87,fat
186,59,thin
171,58,normal
173,86,fat
181,39,thin
181,46,thin
178,68,normal
188,86,fat
174,37,thin
164,93,fat
185,90,fat
172,37,thin
199,77,normal
150,44,normal
169,97,fat
172,82,fat
199,59,thin
186,44,thin
190,71,normal
159,97,fat
181,35,thin
186,59,thin
173,97,fat
155,77,fat
168,72,fat
197,64,thin
186,76,normal
152,45,normal
153,73,fat
181,71,normal
156,96,fat
199,63,thin
164,73,fat
178,73,normal
180,45,thin
171,45,thin
164,52,normal
155,86,fat
172,49,thin
171,63,normal
152,94,fat
150,70,fat
151,75,fat
187,37,thin
176,51,thin
157,89,fat
167,76,fat
160,47,thin
167,100,fat
191,75,normal
157,46,normal
178,89,fat
199,40,thin
200,76,normal
194,60,thin
158,35,thin
162,87,fat
200,100,fat
178,69,normal
197,43,thin
186,40,thin
183,74,normal
